	UPOS_parent	DEPREL_child	UPOS_child	direction	counts	surface_order_parent/child_forms	arabic_example	example_freq		Final	Nizar-Grammar	in paper		100.00%								
273	VRB	MOD	PROP#	C-P	3	<n+ ... ymkn	إن+ ... يمكن	2		NO WAY	#N/A		و+ قال في اجتماع المجلس التنفيذي ل+ رجال الأعمال السعوديين و+ المصريين , الذي عقد في مجلس الغرف التجارية السعودية في الرياض يوم 5 / 1 الحالي إن السعودية تقوم ب+ إنشاء أنبوب سطحي ل+ تغذية منطقة ينبع ب+ الغاز و+ إن+ مصر يمكن +ها أن تمد هذا الأنبوب ب+ الغاز عن طريق الخط الممتد من مصر إلى الأردن مقابل استيراد مصر ل+ النفط الخام , لافتا إلى " أن هذا المشروع مهم جدا ل+ إحداث زيادة متوازنة في حجم التبادل التجاري بين البلدين " .									
155	NOM#	MOD	PNX-AB	P-C	2	Al>nbA+ ... _	الأنبا+ ... ـ	2		NO WAY	#N/A		و+ الأكثر من ذلك أن الرغبة في إصلاح الكنيسة تجاوزت النخبة إلى الجماهير القبطية التي تظاهرت و+ هي تحمل مكبرات الصوت و+ صور الأنبا أمونيوس منددة ب+ قرار البابا شنودة و+ المجمع المقدس ب+ إبعاد +ه . و+ لكن هذه التظاهرات الأخيرة جاءت ل+ تشكك في التفسيرات المبسطة ل+ الوضع القبطي الذي يبدو ـ كلما اقترب المراقبون من +ه ـ أكثر تعقيدا من +ما يعتقد الكثيرون . . ف+ هذه التظاهرات الجماهيرية لم تأت في اتجاه مطالبات النخبة العلمانية ب+ إصلاح الكنيسة و+ نهضة +ها ـ ب+ المعنى الحديث ل+ الكلمة ـ و+ إنما جاءت ل+ تناصر واحدا من أعتى نماذج التشدد و+ التمسك ب+ الشكليات العتيقة ل+ الكهنوت الكنسي . ف+ الأنبا+ أمونيوس ـ المشهود ل +ه ب+ الورع و+ التقشف ـ فرض الرسوم على الزواج الليلي بغية عودة الزواج النهاري ( المجاني ) ك+ طقس قديم . و+ منع التصوير أثناء مراسم الزواج احتراما ل+ الخشوع الواجب في الكنيسة و+ خفض مخصصات الكهنة و+ منع ركوب +هم السيارات في استعادة واضحة ل+ نمط حياة الكهنة الأوائل . أما البابا شنودة المتهم ب+ الرجعية الكنسية من جانب العلمانيين الأقباط ف+ يبدو ـ على العكس ـ في صورة الفيلسوف الديني الداعي إلى عدم الاكتفاء ب+ الشكليات و+ الطقوس وصولا إلى الروح الحقيقية ل+ الإيمان وفق نهج يقول : " لا الحرف بل الروح . ل+ أن الحرف يقتل , و+ لكن الروح يحيي " .									
276	VRB-PASS	SBJ	PROP#	C-P	2	AlyAsry+ ... >Syb	الياسري+ ... أصيب	2		NO WAY	#N/A		و+ الياسري+ أحد ضباط البحرية العراقية , أصيب في انتفاضة في جنوب العراق عام 1991 ضد القيادة العراقية و+ نجح في الفرار إلى السعودية و+ هو يعيش الآن في لندن و+ يعتبر حليفا ل+ رئيس " المؤتمر الوطني العراقي " أحمد شلبي الذي أيد الاجتماع الذي استمر ثلاثة أيام و+ شارك في +ه نحو 70 ضابطا .									
148	ROOT	---	PNX-AB	P-C	5	--- ... "	--- ... "	5		OK	OK											
18	PRT#	TPC	#NOM	C-P	2	+h ... b+	+ه ... ب+	2		NO WAY	#N/A		و+ أضاف " أعتقد أن +ه ب+ وسع +نا من دون أن ننتهك القوانين و+ الإجراءات أن نطبق تلك القواعد ب+ مصداقية أكبر و+ تفادي تطبيق إجراءات من شأن +ها تسريع القواعد من دون تطبيق +ها ب+ شكل تام " .									
249	PRT#	SBJ	PROP	C-P	5	mSr ... b+	مصر ... ب+	2		NO WAY	OK		و+ قال إن الإدارة الأمريكية تعتبر مصر ب+ مثابة شريك أساسي لعب دورا مهما جدا في حرب الولايات المتحدة على الإرهاب , و+ ل +ه دور أساسي في إطار مسيرة السلام في الشرق الأوسط .									
32	PRT	MOD	#PRT	C-P	2	+mA ... mn	+ما ... من	2		NO WAY	#N/A		تطرق أحد رؤساء التحرير إلى التيار الإسلامي في الكويت , و+ طالب الحكومة ب+ تحجيم +ه , رفض الشيخ صباح قائلا إن بعض الصحف " جعل من الإسلاميين بعبعا , و+ هذا غير صحيح , أنا متأكد أن ليس ل+ الإسلاميين الكويتيين اتصال ب+ جهات خارجية متطرفة , و+ إن استثنيا عناصر شاذة لا تذكر " . و+ لام الشيخ صباح , المعروف ب+ آراء +ه الليبرالية , الصحف الليبرالية التي " تؤذي الإسلاميين و+ تشتم +هم من دون وجه حق , و+ لقد جربنا الإسلاميين و+ تعاملنا مع +هم ك+ وزراء في الحكومة و+ أعضاء في مجلس الأمة ( البرلمان ) و+ لم نر في +هم ما يكتب +ه البعض في الصحف " . و+ اعتبر أن " الإسلاميين يقومون ب+ دور إيجابي في تأمين التوازن الاجتماعي في الكويت " , مشيرا إلى عدم رضا +ه عن تنامي بعض المظاهر غير الأخلاقية و+ الواردة من الخارج التي وصف +ها إن+ ها+ " انحلال " , و+ قال : " من حق الإسلاميين أن يطرحوا آراء +هم تجاه ذلك , ـ و+ من حق +هم أن يقولوا إن+ هم+ يعارضون الاختلاط في الجامعة مثل +ما أن من حق الآخرين أن يؤيدوا هذا الاختلاط " .									
246	PRT#	MOD	PROP	C-P	2	<n ... l+	إن ... ل+	2		NO WAY	#N/A		و+ قال المجلس في بيان إن ل+ المشاركة في الاقتراع شروطا ينبغي توافر +ها , و+ من +ها " أن تكون الإدارة المكلفة الإشراف على الانتخابات مستقلة ( 000 ) و+ أن يكون القانون الانتخابي محميا من الدستور , و+ أن يكون التصويت و+ الوصول إلى مكاتب الاقتراع مضمونا ل+ الجميع ( . . . ) و+ أن تكون عملية الفرز مفتوحة ل+ الجميع و+ أن تجري في شفافية تامة " .									
372	NOM	PRD	VRB	P-C	23	HrbA ... wqEt	حربا ... وقعت	1		NO WAY	#N/A		إن الذين ينتظرون الحرب لم يدركوا بعد أن حربا قد وقعت فعلا و+ تمثلت ب+ كل ما رافق +ها من تهديد .									
269	NOM	SBJ	PROP#	C-P	18	$AnAnA+ ... r}ys	شانانا+ ... رئيس	1		NO WAY	#N/A		التيموريون الشرقيون أدلوا ب+ أصوات +هم و+ شانانا+ غوشماو رئيس +هم الموعود " الشاعر المحارب "									
299	PROP#	MOD	PRT	P-C	12	Al$dyAqyn+ ... <lY	الشدياقين+ ... إلى	1		NO WAY	#N/A		ترأس النائب البطريركي الماروني العام على الجبة المطران فرنسيس البيسري رتبة ترقية الإكليريكيين هاني طوق و+ ميلاد مخلوف إلى درجة الشدياقيه , و+ الشدياقين+ خليل عرب و+ طوني جبارة إلى رتبة الشموسيه .									
359	VRB#	MOD	PRT#	P-C	11	>wbwA+ ... w+	أوبوا+ ... و+	1		NO WAY	#N/A		" وند كونتيت " الخماسي الهوائي المؤلف من أساتذة في الكونسرفاتوار الوطني اللبناني و+ عازفين في الأوركسترا السمفونية الوطنية , اجتمع في قاعة بيار أبو خاطر التابعة ل+ كلية العلوم الإنسانية في الجامعة اليسوعية , ل+ أمسية اشتملت على أربعة مؤلفين من أزمان مختلفة ألفوا مقطوعات ل+ الآلات الهوائية مجتمعة تبرز قدرات أوركسترا الحجرة المختصرة ب+ فلوت+ و+ أوبوا+ و+ كلارينيت+ و+ باسون+ و+ هورن+ , على التنويع ب+ النفس و+ تلوين النغم ب+ ما تتمتع ب +ه كل آلة من فضائل و+ إمكانات .									
362	VRB-PASS	OBJ	PRT#	P-C	11	qdmt ... l+	قدمت ... ل+	1		NO WAY	#N/A		و+ أفاد مصدر حضر اللقاء أن الشيخ صابح أوضح أن الورقة " قدمت ل+ تأمين موقف عربي مشترك , و+ إثباتا ل+ حسن نية الكويت ب+ أن +ها ليست ضد أي تضامن أو تقارب عربي " .									
57	PNX-A	MOD	NOM	P-C	9	( ... 19	( ... 19	1		NO WAY	#N/A		في افتتاح دورة الربيع في الكرة الطائرة التي تشارك في +ها فرق الدرجة الأولى ب+ استثناء الشبيبة البوشرية و+ ابولو+ البترون , فاز مساء أمس في ملعب مجمع ميشال المر الرياضي الأنطوني بعبدا على الأنوار الجديدة 3-2 ( 25- , 14 25 - , 14 19 - , 25 20 - , 25 22 - 20 ) .									
422	PROP	---	VRB-PASS	P-C	9	>myn ... nSAr	أمين ... نصار	1		NO WAY	#N/A		المشهد في قصر العدل أمس في الذكرى الثالثة ل+ اغتيال القضاة الأربعة ل+ جهة احتشاد المشاركين في هذه المناسبة و+ الكلمات التي ألقيت , حمل تفسيرين : الأول , كأن القضاة الأربعة قتلوا ب+ الأمس رغم مضي ثلاثة أعوام على اغتيال +هم و+ قد تحول المكان الذي أقيمت في +ه الذكرى كأن +ه مجلس عزاء , و+ رفعت في +ه صور الضحايا على الحائط وراء القوس و+ ارتدت النسوة لباس الحداد , فيما كان اللباس الرسمي ل+ الهيئة القضائية الأحمر و+ الأبيض و+ الأسود و+ اللباس الأزرق القاتم و+ الأبيض ل+ رئيس المجلس الدستوري أمين نصار , و+ رفعت شاشة كبيرة ل+ الذين لم تتسع ل +هم القاعة .									
275	VRB	SBJ	PROP#	C-P	8	<ndwnysyA+ ... tryd	إندونيسيا+ ... تريد	1		NO WAY	#N/A		مناورات أميركية - تايلاندية - سنغافورية و+ إندونيسيا+ لا تريد جنودا أميركيين في أراضي +ها ماليزيا إندونيسيا									
78	PROP#	---	NOM	P-C	7	Awsmwnd+ ... rwmyw	اوسموند+ ... روميو	1		NO WAY	#N/A		إ يفتتح وزير الثقافة الفرنسي جان جاك اياغون معرض " رسوم غير منشورة ل+ اوسموند+ روميو " الساعة 6.30 مساء الجمعة 18 تشرين الأول , في متحف سرسق .									
236	PROP#	MOD	PROP	P-C	7	Al$dyAqyn+ ... xlyl	الشدياقين+ ... خليل	1		NO WAY	#N/A		ترأس النائب البطريركي الماروني العام على الجبة المطران فرنسيس البيسري رتبة ترقية الإكليريكيين هاني طوق و+ ميلاد مخلوف إلى درجة الشدياقيه , و+ الشدياقين+ خليل عرب و+ طوني جبارة إلى رتبة الشموسيه .									
252	VRB	IDF	PROP	P-C	7	>DA' ... Alkwnjrs	أضاء ... الكونجرس	1		NO WAY	#N/A		الطريف أن أعضاء الكونجرس عزوا الربط بين الاحتجاج و+ التلويح ب+ حجب المعونة إلى أن +ها تخصص من ضرائب الشعب الأمريكي و+ جزء لا يستهان ب +ه يسدد +ه الشواذ ! و+ هذه المعونة يوافق على +ها أضاء الكونجرس المساندون ل+ حق المثليين في الحياة , و+ رفض أي ممارسة أو تفرقة ضد +هم .									
20	VRB	MOD	#NOM	C-P	4	+h ... kAnt	+ه ... كانت	1		NO WAY	OK		يعرف رئيس الجمهورية - أو يجب أن يعرف - أن +ه ربح إعلاميا ل+ أن +ه , ب+ كل بساطة , وقف على " الجهة الصح " ب+ نظر الرأي العام في القضية المطروحة , و+ هذا " درس " أيضا ل+ أخصام رئيس الجمهورية داخل التركيبة الحاكمة , كيف يستطيع إحساس الرأي العام ب " الصح " أن يخترق . . . أية عوائق , ل+ أن +ه كانت من المفارقات الشديدة الأهمية أن محطات تلفزة و+ صحفا كبيرة لا تستسيغ عادة " سياسات " رئيس الجمهورية , عرضت وجهة نظر +ه في موضوع " الخليوي " ب+ طريقة ساهمت في ربح +ه الإعلامي , من حيث حجم تأثير +ها في الرأي العام .									
356	VRB	PRD	PRT#	C-P	4	l+ ... kAnt	ل+ ... كانت	2		NO WAY	OK		ل+ هذا كانت كل تلك الإنجازات التي تحققت على صعيد حماية المواقع السياحية و+ الأثرية الموجودة في المنطقة و+ تأهيل +ها ( . . . ) " .									
28	VRB-PASS	SBJ	#NOM	C-P	4	+hA ... >DTrt	+ها ... أضطرت	1		NO WAY	OK		أعلنت مؤسسة كهرباء لبنان في بيان السبت " أن +ها أضطرت إلى توقيف المجموعة البخارية رقم 3 في معمل الزوق , ب+ سبب أعمال الصيانة الضرورية ل +ها , و+ من المرتقب الانتهاء من هذه الأعمال و+ إعادة تشغيل +ها خلال ثلاثة أيام , من +ما يؤثر في خفض التغذية في بعض مناطق جبل لبنان " .									
